Format Version,1.0,
Take Name,Subject_01_trial,
Capture Frame Rate,100.00,
Export Frame Rate,100.00,
Capture Start Time,07 Feb 2020 17:30:04 +0900,
Total Frames In Take,30272,
Total Exported Frames,30272,
Coordinate Space,Local,
Device Name,AMTI 3195 3195,
Device Type,2,
Device Channel Count,6,
Mocap Rate,100.00,
Mocap Rate Multiple,1.00,

PlateLength,19.750000,
PlateWidth,19.750000,
PlateOrder,2,
PosX_PosY_X,1.001510,
PosX_PosY_Y,-0.003223,
PosX_PosY_Z,0.498871,
NegX_PosY_X,0.499539,
NegX_PosY_Y,-0.002777,
NegX_PosY_Z,0.499509,
NegX_NegY_X,0.499720,
NegX_NegY_Y,0.000446,
NegX_NegY_Z,-0.001964,
PosX_NegY_X,1.001690,
PosX_NegY_Y,0.000000,
PosX_NegY_Z,-0.002602,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz, Tz
9601,96.010000,9601,6.865723,-5.506348,-17.028320,1.372620,-0.693237,-4.354736,-0.040711,-0.080608,0.000000,-5.132337
9602,96.019000,9602,7.022217,-5.316406,-17.801758,1.368652,-0.593994,-3.951294,-0.033367,-0.076883,0.000000,-4.668576
9603,96.030000,9603,6.871826,-5.748291,-19.078125,1.334106,-0.745514,-3.934814,-0.039077,-0.069929,0.000000,-4.639977
9604,96.040000,9604,6.672607,-4.792480,-20.502930,1.288940,-0.750702,-4.405518,-0.036614,-0.062866,0.000000,-5.000473
9605,96.049000,9605,7.337646,-5.181641,-20.245117,1.344299,-0.756653,-4.103027,-0.037375,-0.066401,0.000000,-4.783917
9606,96.060000,9606,7.976318,-5.292236,-20.503906,1.347168,-0.691681,-4.086182,-0.033734,-0.065703,0.000000,-4.788778
9607,96.069000,9607,6.974854,-5.402100,-21.264648,1.443054,-0.769440,-4.119629,-0.036184,-0.067862,0.000000,-4.788424
9608,96.079000,9608,6.703857,-5.436279,-22.032227,1.537048,-0.778625,-4.405762,-0.035340,-0.069764,0.000000,-5.065567
9609,96.090000,9609,6.762695,-5.466797,-21.648438,1.468140,-0.704559,-4.489746,-0.032546,-0.067817,0.000000,-5.126294
9610,96.099000,9610,5.856934,-5.173340,-22.673828,1.646790,-0.683136,-3.867676,-0.030129,-0.072630,0.000000,-4.448929
9611,96.109000,9611,6.217773,-5.598633,-22.540039,1.633911,-0.650177,-4.052734,-0.028845,-0.072489,0.000000,-4.664951
9612,96.120000,9612,5.999268,-5.943604,-21.891602,1.664856,-0.680145,-4.170166,-0.031069,-0.076050,0.000000,-4.811070
9613,96.129000,9613,6.578125,-5.441162,-21.004883,1.721008,-0.540985,-4.237305,-0.025755,-0.081934,0.000000,-4.916413
9614,96.140000,9614,6.096191,-4.495850,-20.247070,1.651245,-0.693695,-4.136475,-0.034262,-0.081555,0.000000,-4.787683
9615,96.150000,9615,6.577881,-4.796631,-19.604492,1.911926,-0.560272,-4.321289,-0.028579,-0.097525,0.000000,-5.099878
9616,96.159000,9616,7.620605,-3.942871,-20.009766,1.821960,-0.505035,-4.170166,-0.025239,-0.091054,0.000000,-4.963565
9617,96.170000,9617,7.162842,-4.504883,-20.767578,1.744080,-0.616791,-4.153564,-0.029700,-0.083981,0.000000,-4.888900
9618,96.180000,9618,7.527588,-5.020264,-21.788086,1.665100,-0.657928,-4.338623,-0.030197,-0.076423,0.000000,-5.065496
9619,96.189000,9619,6.706787,-5.035400,-21.911133,1.642639,-0.657349,-3.884521,-0.030001,-0.074968,0.000000,-4.538383
9620,96.200000,9620,6.129883,-5.230225,-22.544922,1.671143,-0.699341,-4.321777,-0.031020,-0.074125,0.000000,-4.938396
9621,96.209000,9621,6.312256,-5.288086,-22.674805,1.649597,-0.670715,-4.002197,-0.029580,-0.072750,0.000000,-4.617836
9622,96.219000,9622,6.950439,-5.552734,-23.058594,1.633118,-0.678223,-3.985352,-0.029413,-0.070825,0.000000,-4.640937
9623,96.230000,9623,6.766846,-5.679443,-23.055664,1.590027,-0.683746,-4.237549,-0.029656,-0.068965,0.000000,-4.872653
9624,96.239000,9624,6.071777,-5.321533,-23.442383,1.651062,-0.678986,-4.153809,-0.028964,-0.070431,0.000000,-4.735580
9625,96.250000,9625,6.141846,-4.486328,-23.968750,1.631042,-0.699249,-4.069580,-0.029173,-0.068049,0.000000,-4.618406
9626,96.260000,9626,6.010010,-5.691895,-23.949219,1.568176,-0.754608,-4.187256,-0.031509,-0.065479,0.000000,-4.760131
9627,96.269000,9627,5.799072,-5.203613,-23.442383,1.648193,-0.734131,-3.935181,-0.031316,-0.070308,0.000000,-4.505862
9628,96.280000,9628,5.554932,-5.423584,-23.693359,1.607727,-0.742188,-3.867920,-0.031325,-0.067856,0.000000,-4.414745
9629,96.290000,9629,5.280029,-5.122314,-22.797852,1.668762,-0.675476,-3.834106,-0.029629,-0.073198,0.000000,-4.372364
9630,96.299000,9630,6.041992,-4.708008,-22.296875,1.658203,-0.651855,-4.119873,-0.029235,-0.074369,0.000000,-4.706852
9631,96.310000,9631,6.585693,-5.006836,-22.039062,1.711304,-0.636963,-4.388916,-0.028902,-0.077649,0.000000,-5.044991
9632,96.319000,9632,6.220215,-4.891113,-21.653320,1.731384,-0.574432,-4.472900,-0.026529,-0.079959,0.000000,-5.100019
9633,96.329000,9633,5.852783,-5.083740,-21.390625,1.735901,-0.584900,-3.917969,-0.027344,-0.081152,0.000000,-4.531945
9634,96.340000,9634,6.036865,-5.018066,-21.650391,1.780640,-0.532135,-3.834106,-0.024579,-0.082245,0.000000,-4.453946
9635,96.349000,9635,4.970215,-5.591797,-22.403320,1.749268,-0.732819,-3.985352,-0.032710,-0.078081,0.000000,-4.556339
9636,96.359000,9636,5.097412,-4.911133,-22.287109,1.755737,-0.679047,-3.867676,-0.030468,-0.078778,0.000000,-4.418873
9637,96.370000,9637,5.338867,-5.061035,-22.157227,1.736023,-0.624603,-4.019043,-0.028190,-0.078350,0.000000,-4.580013
9638,96.379000,9638,5.666992,-5.395996,-21.255859,1.766541,-0.566925,-3.766846,-0.026671,-0.083108,0.000000,-4.381740
9639,96.390000,9639,5.028076,-5.285645,-20.997070,1.717468,-0.607971,-3.733154,-0.028955,-0.081796,0.000000,-4.297475
9640,96.400000,9640,5.731445,-5.270020,-21.900391,1.787170,-0.541962,-3.918213,-0.024747,-0.081604,0.000000,-4.516340
9641,96.409000,9641,5.942139,-5.604980,-22.025391,1.772217,-0.537323,-4.153564,-0.024396,-0.080462,0.000000,-4.768420
9642,96.420000,9642,5.967529,-6.067627,-21.760742,1.783325,-0.513702,-4.019043,-0.023607,-0.081951,0.000000,-4.651329
9643,96.430000,9643,4.848633,-4.918701,-21.001953,1.800903,-0.563995,-3.749878,-0.026854,-0.085749,0.000000,-4.297734
9644,96.439000,9644,5.118408,-5.591309,-21.377930,1.794617,-0.559296,-4.086182,-0.026162,-0.083947,0.000000,-4.662139
9645,96.450000,9645,5.328125,-5.650391,-20.737305,1.772278,-0.528412,-3.346558,-0.025481,-0.085463,0.000000,-3.945895
9646,96.459000,9646,4.753662,-5.229736,-20.739258,1.762085,-0.543304,-3.363403,-0.026197,-0.084964,0.000000,-3.904295
9647,96.469000,9647,5.177490,-5.529541,-20.866211,1.838745,-0.556488,-3.850952,-0.026669,-0.088121,0.000000,-4.454666
9648,96.480000,9648,5.301514,-5.618164,-21.634766,1.703003,-0.602539,-3.682739,-0.027851,-0.078716,0.000000,-4.256522
9649,96.489000,9649,5.634521,-5.827637,-21.633789,1.708130,-0.617737,-3.582031,-0.028554,-0.078957,0.000000,-4.193317
9650,96.500000,9650,4.905518,-5.349854,-20.866211,1.742004,-0.563568,-3.430542,-0.027009,-0.083484,0.000000,-3.984569
9651,96.510000,9651,5.148926,-5.375732,-20.997070,1.812073,-0.580963,-3.666016,-0.027669,-0.086301,0.000000,-4.259114
9652,96.519000,9652,5.352295,-6.328857,-20.596680,1.858032,-0.505768,-3.749878,-0.024556,-0.090210,0.000000,-4.388120
9653,96.530000,9653,5.176025,-5.683838,-20.863281,1.796448,-0.509186,-4.069336,-0.024406,-0.086106,0.000000,-4.653740
9654,96.540000,9654,5.601074,-5.737793,-20.737305,1.820679,-0.521057,-3.733154,-0.025127,-0.087797,0.000000,-4.369084
9655,96.549000,9655,5.630859,-5.921631,-20.991211,1.871399,-0.473419,-3.968506,-0.022553,-0.089152,0.000000,-4.604057
9656,96.560000,9656,5.174072,-5.593262,-20.095703,1.885864,-0.459625,-3.649048,-0.022872,-0.093844,0.000000,-4.262532
9657,96.569000,9657,5.044922,-6.275146,-19.698242,1.879150,-0.560425,-3.833984,-0.028450,-0.095397,0.000000,-4.493785
9658,96.579000,9658,5.081299,-5.749268,-20.091797,1.889709,-0.534515,-4.405518,-0.026604,-0.094054,0.000000,-5.036385
9659,96.590000,9659,4.869629,-5.414795,-19.710938,1.811951,-0.490860,-4.237305,-0.024903,-0.091926,0.000000,-4.819795
9660,96.599000,9660,4.968750,-4.702637,-20.107422,1.910217,-0.486526,-4.220459,-0.024196,-0.095001,0.000000,-4.806280
9661,96.609000,9661,4.481689,-4.497070,-19.594727,1.858704,-0.474716,-3.884277,-0.024227,-0.094857,0.000000,-4.418348
9662,96.620000,9662,4.447266,-5.267334,-20.223633,1.855103,-0.503204,-3.901245,-0.024882,-0.091729,0.000000,-4.440252
9663,96.629000,9663,4.970215,-4.670898,-20.493164,1.840515,-0.487076,-3.901245,-0.023768,-0.089811,0.000000,-4.458643
9664,96.640000,9664,4.970215,-4.486572,-20.111328,1.904968,-0.461868,-3.733154,-0.022966,-0.094721,0.000000,-4.306975
9665,96.650000,9665,4.239990,-4.531250,-20.105469,1.952393,-0.530396,-3.850952,-0.026381,-0.097108,0.000000,-4.382225
9666,96.659000,9666,4.366455,-4.587891,-21.388672,1.908691,-0.529388,-4.136475,-0.024751,-0.089238,0.000000,-4.639685
9667,96.670000,9667,4.241699,-4.653320,-20.745117,1.979004,-0.508026,-3.917969,-0.024489,-0.095396,0.000000,-4.436565
9668,96.680000,9668,5.286621,-3.552856,-21.155273,1.975586,-0.475845,-3.867676,-0.022493,-0.093385,0.000000,-4.441281
9669,96.689000,9669,5.034912,-3.930664,-19.864258,1.983704,-0.505707,-4.103027,-0.025458,-0.099863,0.000000,-4.705896
9670,96.700000,9670,5.183838,-3.960449,-19.093750,1.983704,-0.500183,-4.085938,-0.026196,-0.103893,0.000000,-4.728250
9671,96.709000,9671,4.700684,-3.230835,-18.460938,2.080811,-0.486359,-3.951538,-0.026345,-0.112714,0.000000,-4.566489
9672,96.719000,9672,4.934326,-4.091553,-17.806641,2.124390,-0.385574,-3.699341,-0.021653,-0.119303,0.000000,-4.376618
9673,96.730000,9673,4.864258,-4.435547,-16.260742,2.223755,-0.409760,-3.850464,-0.025199,-0.136756,0.000000,-4.627453
9674,96.739000,9674,6.692627,-3.723755,-15.643555,2.275024,-0.378830,-3.699097,-0.024216,-0.145429,0.000000,-4.762574
9675,96.750000,9675,6.681885,-4.558838,-14.731445,2.271484,-0.404053,-3.699097,-0.027428,-0.154193,0.000000,-4.854435
9676,96.760000,9676,6.224365,-4.169189,-13.580078,2.330444,-0.293900,-4.068848,-0.021642,-0.171608,0.000000,-5.227225
9677,96.769000,9677,6.038574,-4.113037,-12.681152,2.489990,-0.225510,-3.547729,-0.017783,-0.196354,0.000000,-4.806568
9678,96.780000,9678,5.797852,-3.440674,-11.920410,2.472900,-0.300522,-3.833252,-0.025211,-0.207451,0.000000,-5.122764
9679,96.790000,9679,6.008545,-3.468628,-11.407715,2.427002,-0.221962,-4.001465,-0.019457,-0.212751,0.000000,-5.347278
9680,96.799000,9680,6.226562,-2.510132,-10.654785,2.541504,-0.115681,-4.354248,-0.010857,-0.238532,0.000000,-5.866733
9681,96.810000,9681,6.467285,-2.445557,-9.887695,2.585327,-0.107262,-4.371094,-0.010848,-0.261469,0.000000,-6.088618
9682,96.819000,9682,6.066406,-2.241333,-8.091309,2.625000,-0.186394,-3.900391,-0.023036,-0.324422,0.000000,-5.920099
9683,96.829000,9683,6.310547,-1.867981,-7.457275,2.730835,-0.081455,-4.202881,-0.010923,-0.366197,0.000000,-6.534191
9684,96.840000,9684,6.257080,-0.943909,-7.343506,2.685181,-0.008009,-4.001221,-0.001091,-0.365654,0.000000,-6.290175
9685,96.849000,9685,6.770752,-0.782501,-6.194580,2.703247,-0.014859,-4.084961,-0.002399,-0.436389,0.000000,-7.041520
9686,96.859000,9686,6.766357,0.169701,-4.194336,2.845581,0.097977,-3.720093,0.023359,-0.678434,0.000000,-8.314586
9687,96.870000,9687,7.230225,-0.156960,-1.990662,3.109985,0.158455,-4.168945,0.079599,-1.562287,0.000000,-15.452141
9688,96.879000,9688,7.456543,1.094971,1.217407,3.334961,0.291107,-3.860474,-0.239121,2.739396,0.000000,16.827782
9689,96.890000,9689,8.752441,1.872437,6.508301,3.664673,0.426605,-4.095215,-0.065548,0.563077,0.000000,0.955816
9690,96.900000,9690,8.482910,3.290649,10.757812,3.840088,0.596405,-4.080566,-0.055439,0.356958,0.000000,-0.870092
9691,96.909000,9691,9.353027,3.260742,15.407715,4.160645,0.669678,-4.395752,-0.043464,0.270036,0.000000,-1.728369
9692,96.920000,9692,8.548828,3.266357,20.170898,4.596924,0.821136,-4.790527,-0.040709,0.227899,0.000000,-2.709290
9693,96.930000,9693,7.824951,3.585205,26.224609,5.261963,1.268005,-4.171631,-0.048352,0.200650,0.000000,-2.428205
9694,96.939000,9694,7.668701,3.556641,35.351562,6.197266,1.705322,-4.241699,-0.048239,0.175304,0.000000,-2.725778
9695,96.950000,9695,6.664795,1.396729,50.537109,7.599854,2.319214,-4.095703,-0.045891,0.150382,0.000000,-3.029342
9696,96.959000,9696,6.737793,-3.023315,71.996094,9.544434,3.485474,-4.076660,-0.048412,0.132569,0.000000,-3.329804
9697,96.969000,9697,8.683105,-11.218262,98.492188,11.669434,4.610107,-4.055908,-0.046807,0.118481,0.000000,-3.552218
9698,96.980000,9698,11.560547,-20.867188,124.460938,13.729004,5.631836,-4.118408,-0.045250,0.110308,0.000000,-3.787427
9699,96.989000,9699,17.000977,-34.951172,152.820312,15.991699,6.769531,-4.488281,-0.044297,0.104644,0.000000,-4.257478
9700,97.000000,9700,23.089844,-47.378906,181.953125,18.069336,7.640137,-5.380615,-0.041990,0.099308,0.000000,-5.077038
9701,97.010000,9701,27.856445,-54.914062,213.351562,20.266602,8.838867,-5.499268,-0.041429,0.094992,0.000000,-5.128156
9702,97.019000,9702,32.257812,-58.240234,240.804688,22.411133,9.843750,-6.257324,-0.040879,0.093068,0.000000,-5.635942
9703,97.030000,9703,33.896484,-60.128906,264.671875,24.217773,10.952148,-6.645264,-0.041380,0.091501,0.000000,-6.031837
9704,97.040000,9704,34.111328,-63.742188,284.578125,25.862305,11.922363,-6.533447,-0.041895,0.090879,0.000000,-6.103899
9705,97.049000,9705,34.263672,-64.691406,297.906250,27.064453,12.727539,-6.433350,-0.042723,0.090849,0.000000,-6.084363
9706,97.060000,9706,35.123047,-63.982422,307.000000,27.886719,13.212402,-6.607666,-0.043037,0.090836,0.000000,-6.170841
9707,97.069000,9707,34.910156,-62.306641,313.500000,28.411133,13.481445,-6.596924,-0.043003,0.090626,0.000000,-6.112543
9708,97.079000,9708,35.988281,-62.798828,317.359375,28.693359,13.794922,-7.165039,-0.043468,0.090413,0.000000,-6.640965
9709,97.090000,9709,37.179688,-61.486328,319.265625,28.823242,13.923828,-6.773438,-0.043612,0.090280,0.000000,-6.098407
9710,97.099000,9710,38.710938,-60.212891,321.312500,28.882812,13.962891,-6.665039,-0.043456,0.089890,0.000000,-5.801908
9711,97.109000,9711,39.654297,-58.093750,322.453125,28.806641,14.038574,-6.695801,-0.043537,0.089336,0.000000,-5.682463
9712,97.120000,9712,41.246094,-56.142578,322.312500,28.648438,14.104004,-6.993408,-0.043759,0.088884,0.000000,-5.784019
9713,97.129000,9713,41.615234,-55.173828,321.906250,28.463867,14.089844,-7.086914,-0.043770,0.088423,0.000000,-5.822136
9714,97.140000,9714,41.433594,-52.771484,320.218750,28.342773,14.116211,-6.957275,-0.044083,0.088511,0.000000,-5.616287
9715,97.150000,9715,40.957031,-50.052734,317.750000,28.121094,14.184082,-7.656738,-0.044639,0.088501,0.000000,-6.266323
9716,97.159000,9716,40.962891,-48.783203,316.062500,27.933594,14.067383,-7.299805,-0.044508,0.088380,0.000000,-5.850760
9717,97.170000,9717,42.015625,-46.513672,313.375000,27.771484,14.072754,-7.203613,-0.044907,0.088621,0.000000,-5.568955
9718,97.180000,9718,42.388672,-44.056641,311.546875,27.625000,13.942871,-8.056641,-0.044754,0.088670,0.000000,-6.269715
9719,97.189000,9719,44.000000,-43.238281,308.875000,27.312500,13.811523,-7.929688,-0.044716,0.088426,0.000000,-5.972380
9720,97.200000,9720,44.767578,-40.060547,305.765625,27.012695,13.572266,-8.230957,-0.044388,0.088344,0.000000,-6.054190
9721,97.209000,9721,45.152344,-37.779297,301.906250,26.595703,13.319824,-8.659180,-0.044119,0.088093,0.000000,-6.348381
9722,97.219000,9722,44.740234,-36.576172,297.140625,26.278320,13.191895,-8.753906,-0.044396,0.088437,0.000000,-6.421041
9723,97.230000,9723,45.414062,-34.531250,293.546875,26.145508,12.970215,-8.707031,-0.044184,0.089068,0.000000,-6.187856
9724,97.239000,9724,45.324219,-33.455078,290.859375,26.008789,12.777832,-8.500977,-0.043931,0.089420,0.000000,-5.917788
9725,97.250000,9725,46.718750,-31.963867,289.046875,25.934570,12.740723,-8.980469,-0.044078,0.089724,0.000000,-6.197571
9726,97.260000,9726,47.697266,-29.831055,288.781250,25.838867,12.576660,-9.353516,-0.043551,0.089476,0.000000,-6.384942
9727,97.269000,9727,48.966797,-28.521484,287.125000,25.789062,12.391602,-9.579102,-0.043158,0.089818,0.000000,-6.411906
9728,97.280000,9728,49.582031,-26.181641,284.906250,25.669922,12.146484,-9.208008,-0.042633,0.090100,0.000000,-5.856899
9729,97.290000,9729,51.308594,-25.368164,280.703125,25.502930,12.064941,-9.199707,-0.042981,0.090854,0.000000,-5.628482
9730,97.299000,9730,53.072266,-24.256836,277.500000,25.370117,11.793945,-9.741699,-0.042501,0.091424,0.000000,-5.920561
9731,97.310000,9731,52.582031,-23.659180,273.531250,25.061523,11.564941,-9.647461,-0.042280,0.091622,0.000000,-5.830095
9732,97.319000,9732,53.376953,-21.865234,270.687500,24.839844,11.346191,-9.212402,-0.041916,0.091766,0.000000,-5.230733
9733,97.329000,9733,53.646484,-20.299805,266.187500,24.603516,11.064941,-9.323730,-0.041568,0.092429,0.000000,-5.209053
9734,97.340000,9734,54.693359,-18.551758,261.437500,24.227539,10.849609,-9.799805,-0.041500,0.092670,0.000000,-5.501239
9735,97.349000,9735,55.853516,-17.297852,257.593750,23.880859,10.635254,-10.316895,-0.041287,0.092707,0.000000,-5.853033
9736,97.359000,9736,55.847656,-17.485352,254.632812,23.402344,10.366699,-10.370605,-0.040712,0.091906,0.000000,-5.949727
9737,97.370000,9737,56.388672,-17.751953,253.617188,22.942383,10.111816,-9.849121,-0.039870,0.090461,0.000000,-5.455941
9738,97.379000,9738,57.541016,-19.150391,254.039062,22.533203,10.035645,-9.816406,-0.039504,0.088700,0.000000,-5.469055
9739,97.390000,9739,56.984375,-20.566406,251.117188,21.992188,9.846191,-9.868164,-0.039210,0.087577,0.000000,-5.684021
9740,97.400000,9740,58.257812,-20.354492,250.476562,21.781250,9.899902,-10.270996,-0.039524,0.086959,0.000000,-6.009438
9741,97.409000,9741,58.433594,-20.490234,249.578125,21.857422,9.879883,-9.739746,-0.039586,0.087577,0.000000,-5.433413
9742,97.420000,9742,58.697266,-20.206055,246.625000,21.785156,9.714844,-9.814941,-0.039391,0.088333,0.000000,-5.425968
9743,97.430000,9743,59.763672,-20.876953,245.093750,21.807617,9.639648,-9.765137,-0.039330,0.088977,0.000000,-5.268666
9744,97.439000,9744,59.023438,-20.212891,241.750000,21.567383,9.574707,-9.689941,-0.039606,0.089214,0.000000,-5.224798
9745,97.450000,9745,59.470703,-19.621094,239.960938,21.558594,9.537598,-10.015137,-0.039746,0.089842,0.000000,-5.452033
9746,97.459000,9746,60.134766,-18.885742,241.625000,21.607422,9.506836,-9.832031,-0.039345,0.089425,0.000000,-5.197521
9747,97.469000,9747,60.283203,-18.164062,240.835938,21.404297,9.439453,-9.718750,-0.039195,0.088875,0.000000,-5.073012
9748,97.480000,9748,60.000000,-18.992188,239.054688,21.100586,9.332031,-9.681152,-0.039037,0.088267,0.000000,-5.126548
9749,97.489000,9749,59.423828,-20.316406,238.429688,20.875977,9.221191,-9.781250,-0.038675,0.087556,0.000000,-5.364061
9750,97.500000,9750,59.408203,-21.000977,239.718750,20.701172,9.243164,-9.730469,-0.038558,0.086356,0.000000,-5.409972
9751,97.510000,9751,59.892578,-21.654297,243.195312,20.781250,9.470703,-9.384277,-0.038943,0.085451,0.000000,-5.109684
9752,97.519000,9752,59.972656,-21.871094,245.507812,20.639648,9.472168,-9.471680,-0.038582,0.084069,0.000000,-5.273655
9753,97.530000,9753,60.175781,-22.967773,248.710938,20.588867,9.499023,-9.683105,-0.038193,0.082782,0.000000,-5.578824
9754,97.540000,9754,59.894531,-23.402344,248.843750,20.339844,9.441895,-9.865234,-0.037943,0.081737,0.000000,-5.857567
9755,97.549000,9755,60.134766,-24.142578,250.250000,19.957031,9.299316,-9.628418,-0.037160,0.079748,0.000000,-5.729908
9756,97.560000,9756,60.392578,-23.465820,250.500000,19.615234,9.306641,-9.408691,-0.037152,0.078304,0.000000,-5.551499
9757,97.569000,9757,59.496094,-22.544922,247.789062,19.108398,9.165039,-9.541992,-0.036987,0.077116,0.000000,-5.787791
9758,97.579000,9758,59.666016,-21.941406,246.687500,18.515625,8.856445,-9.117188,-0.035901,0.075057,0.000000,-5.426564
9759,97.590000,9759,59.605469,-22.361328,242.851562,17.785156,8.706543,-9.230957,-0.035851,0.073235,0.000000,-5.667452
9760,97.599000,9760,57.966797,-23.597656,235.687500,17.030273,8.272949,-8.805176,-0.035101,0.072258,0.000000,-5.444930
9761,97.609000,9761,56.210938,-22.405273,227.328125,16.152344,8.012207,-8.618652,-0.035245,0.071053,0.000000,-5.414374
9762,97.620000,9762,52.558594,-20.409180,214.921875,15.373535,7.487305,-8.102539,-0.034837,0.071531,0.000000,-5.053982
9763,97.629000,9763,48.365234,-17.572266,200.828125,14.463867,6.975342,-7.686523,-0.034733,0.072021,0.000000,-4.813540
9764,97.640000,9764,44.341797,-14.204102,187.640625,13.748535,6.517822,-7.360352,-0.034736,0.073271,0.000000,-4.604792
9765,97.650000,9765,40.958984,-12.666016,175.765625,13.218750,6.167725,-6.739746,-0.035091,0.075207,0.000000,-4.103815
9766,97.659000,9766,37.636719,-10.275391,164.906250,12.568359,5.701416,-6.736572,-0.034574,0.076215,0.000000,-4.223341
9767,97.670000,9767,34.576172,-9.052246,158.304688,12.149902,5.506836,-6.470703,-0.034786,0.076750,0.000000,-4.131872
9768,97.680000,9768,33.087891,-8.463379,153.656250,11.909668,5.397949,-6.118652,-0.035130,0.077509,0.000000,-3.851378
9769,97.689000,9769,31.044922,-7.536377,151.960938,11.770996,5.302002,-6.190430,-0.034891,0.077461,0.000000,-4.048618
9770,97.700000,9770,29.742188,-5.887939,152.703125,11.914062,5.349365,-6.487793,-0.035031,0.078021,0.000000,-4.373537
9771,97.709000,9771,29.938477,-5.462402,155.531250,12.228027,5.574951,-6.248047,-0.035845,0.078621,0.000000,-4.090051
9772,97.719000,9772,30.559570,-5.751953,161.328125,12.620117,5.666016,-6.142578,-0.035121,0.078226,0.000000,-3.954028
9773,97.730000,9773,31.256836,-6.574707,171.242188,13.300781,6.049561,-6.444824,-0.035328,0.077672,0.000000,-4.249300
9774,97.739000,9774,34.687500,-6.584473,184.125000,13.837891,6.284424,-6.404785,-0.034131,0.075155,0.000000,-4.022587
9775,97.750000,9775,36.789062,-5.911865,198.015625,14.683594,6.781494,-6.621582,-0.034247,0.074154,0.000000,-4.096002
9776,97.760000,9776,39.349609,-7.058350,211.679688,15.576660,7.283936,-6.724609,-0.034410,0.073586,0.000000,-4.071908
9777,97.769000,9777,41.871094,-6.289551,224.421875,16.447266,7.693604,-6.409912,-0.034282,0.073287,0.000000,-3.556912
9778,97.780000,9778,45.109375,-7.122559,237.148438,17.028320,8.137207,-6.486572,-0.034313,0.071804,0.000000,-3.491911
9779,97.790000,9779,46.869141,-6.977051,247.781250,17.819336,8.330078,-6.994385,-0.033619,0.071916,0.000000,-3.858322
9780,97.799000,9780,49.621094,-7.461670,257.546875,18.468750,8.640625,-6.863281,-0.033550,0.071710,0.000000,-3.555278
9781,97.810000,9781,51.308594,-6.861572,263.812500,18.885742,8.806641,-7.312988,-0.033382,0.071588,0.000000,-3.868976
9782,97.819000,9782,53.607422,-6.989990,269.468750,19.299805,8.912109,-7.244141,-0.033073,0.071622,0.000000,-3.635866
9783,97.829000,9783,54.451172,-6.777344,273.562500,19.471680,8.983887,-7.874512,-0.032840,0.071178,0.000000,-4.221347
9784,97.840000,9784,55.587891,-5.980469,277.000000,19.704102,9.039062,-7.285645,-0.032632,0.071134,0.000000,-3.526613
9785,97.849000,9785,57.376953,-5.218750,277.640625,19.662109,9.083984,-7.428223,-0.032718,0.070819,0.000000,-3.535619
9786,97.859000,9786,58.171875,-5.489258,277.781250,19.505859,8.981934,-7.589355,-0.032335,0.070220,0.000000,-3.682006
9787,97.870000,9787,58.605469,-6.062256,277.156250,19.264648,8.894043,-7.766846,-0.032090,0.069508,0.000000,-3.887822
9788,97.879000,9788,58.173828,-6.734863,276.000000,18.932617,8.855469,-7.485596,-0.032085,0.068596,0.000000,-3.711167
9789,97.890000,9789,57.302734,-8.347656,273.843750,18.625000,8.780762,-7.304688,-0.032065,0.068013,0.000000,-3.675009
9790,97.900000,9790,56.568359,-9.446777,271.046875,18.189453,8.685059,-7.613281,-0.032043,0.067108,0.000000,-4.119783
9791,97.909000,9791,56.210938,-10.595215,269.515625,17.754883,8.575684,-7.566406,-0.031819,0.065877,0.000000,-4.200526
9792,97.920000,9792,55.843750,-11.008789,268.750000,17.345703,8.541016,-7.060303,-0.031781,0.064542,0.000000,-3.805892
9793,97.930000,9793,55.601562,-11.344727,267.984375,17.074219,8.485352,-6.691895,-0.031664,0.063713,0.000000,-3.508540
9794,97.939000,9794,54.720703,-11.514160,268.359375,16.821289,8.439453,-6.396973,-0.031448,0.062682,0.000000,-3.329073
9795,97.950000,9795,54.941406,-12.832031,268.812500,16.710938,8.646484,-6.437256,-0.032165,0.062166,0.000000,-3.434529
9796,97.959000,9796,55.148438,-12.689941,269.953125,16.402344,8.556152,-6.071533,-0.031695,0.060760,0.000000,-3.122923
9797,97.969000,9797,56.158203,-12.615723,270.078125,16.004883,8.390137,-6.742676,-0.031066,0.059260,0.000000,-3.806644
9798,97.980000,9798,56.927734,-12.502441,270.562500,15.537109,8.216797,-6.498291,-0.030369,0.057425,0.000000,-3.608894
9799,97.989000,9799,57.662109,-12.568359,270.953125,15.235840,8.139160,-6.841797,-0.030039,0.056231,0.000000,-3.976967
9800,98.000000,9800,59.138672,-12.238281,272.593750,14.831055,7.843018,-6.387451,-0.028772,0.054407,0.000000,-3.522001
9801,98.010000,9801,59.835938,-11.657715,274.500000,14.327148,7.647705,-5.880127,-0.027860,0.052194,0.000000,-3.081862
9802,98.019000,9802,61.363281,-12.118164,276.906250,13.618652,7.327637,-5.824707,-0.026463,0.049181,0.000000,-3.127449
9803,98.030000,9803,63.042969,-13.129883,280.859375,12.971191,7.178467,-5.740234,-0.025559,0.046184,0.000000,-3.164248
