Format Version,1.0,
Take Name,Subject_01_trial,
Capture Frame Rate,100.00,
Export Frame Rate,100.00,
Capture Start Time,07 Feb 2020 17:30:04 +0900,
Total Frames In Take,30272,
Total Exported Frames,30272,
Coordinate Space,Local,
Device Name,AMTI 3194 3194,
Device Type,2,
Device Channel Count,6,
Mocap Rate,100.00,
Mocap Rate Multiple,1.00,

PlateLength,19.750000,
PlateWidth,19.750000,
PlateOrder,1,
PosX_PosY_X,0.501692,
PosX_PosY_Y,-0.000067,
PosX_PosY_Z,0.500841,
NegX_PosY_X,-0.000059,
NegX_PosY_Y,-0.000028,
NegX_PosY_Z,0.501540,
NegX_NegY_X,-0.000048,
NegX_NegY_Y,0.000003,
NegX_NegY_Z,0.000010,
PosX_NegY_X,0.501703,
PosX_NegY_Y,-0.000036,
PosX_NegY_Z,-0.000689,
Offset_X,0.000000,
Offset_Y,0.000000,
Offset_Z,0.000000


MocapFrame, MocapTime, DeviceFrame, Fx, Fy, Fz, Mx, My, Mz, Cx, Cy, Cz, Tz
5280,52.799000,5280,-71.632812,2.641235,321.328125,-23.672852,8.480469,-10.088867,-0.026392,-0.073672,0.000000,-4.741836
5281,52.810000,5281,-71.855469,2.844849,319.453125,-22.626953,8.029297,-9.599609,-0.025135,-0.070830,0.000000,-4.438563
5282,52.820000,5282,-70.941406,4.442139,319.781250,-21.275391,7.815674,-9.467773,-0.024441,-0.066531,0.000000,-4.639396
5283,52.829000,5283,-70.339844,5.103027,318.281250,-19.596680,7.335938,-8.901367,-0.023049,-0.061570,0.000000,-4.452903
5284,52.840000,5284,-69.820312,6.380859,313.984375,-17.951172,6.779785,-8.750000,-0.021593,-0.057172,0.000000,-4.620440
5285,52.850000,5285,-69.496094,7.169678,307.937500,-16.450195,6.320557,-8.413086,-0.020525,-0.053421,0.000000,-4.553405
5286,52.859000,5286,-67.558594,8.359863,299.546875,-14.730957,5.842773,-8.484863,-0.019505,-0.049177,0.000000,-4.999441
5287,52.869000,5287,-66.160156,9.847168,290.593750,-13.067871,5.273926,-8.389160,-0.018149,-0.044970,0.000000,-5.235253
5288,52.880000,5288,-64.746094,11.523438,280.640625,-11.451660,4.757812,-8.649902,-0.016953,-0.040805,0.000000,-5.812550
5289,52.890000,5289,-63.023438,13.602051,268.484375,-9.835938,4.293701,-8.474609,-0.015992,-0.036635,0.000000,-5.948214
5290,52.899000,5290,-60.556641,15.961426,256.828125,-8.179688,3.876953,-8.457031,-0.015096,-0.031849,0.000000,-6.287425
5291,52.909000,5291,-58.279297,16.910156,246.625000,-6.310303,3.459961,-8.134766,-0.014029,-0.025587,0.000000,-6.406358
5292,52.920000,5292,-55.476562,18.188477,234.828125,-4.617920,2.996460,-8.136719,-0.012760,-0.019665,0.000000,-6.813677
5293,52.929000,5293,-53.296875,20.254883,223.859375,-3.059814,2.400757,-7.455566,-0.010724,-0.013668,0.000000,-6.509859
5294,52.939000,5294,-50.193359,21.725586,213.492188,-1.678345,2.024414,-6.976807,-0.009482,-0.007861,0.000000,-6.376207
5295,52.950000,5295,-48.070312,24.092773,203.000000,-0.485672,1.644409,-6.530518,-0.008101,-0.002392,0.000000,-6.220346
5296,52.960000,5296,-47.171875,24.652344,195.367188,0.514008,1.275635,-6.434570,-0.006529,0.002631,0.000000,-6.397713
5297,52.969000,5297,-46.466797,25.023438,191.484375,1.455444,1.001770,-6.042969,-0.005232,0.007601,0.000000,-6.265243
5298,52.979000,5298,-45.789062,25.837891,188.750000,2.353638,0.323273,-6.056396,-0.001713,0.012470,0.000000,-6.583116
5299,52.990000,5299,-45.105469,25.818359,189.023438,3.216064,0.056479,-6.199219,-0.000299,0.017014,0.000000,-6.958934
5300,53.000000,5300,-45.181641,25.135742,189.390625,3.776123,-0.362900,-6.010254,0.001916,0.019938,0.000000,-6.959262
5301,53.009000,5301,-45.607422,23.719727,190.015625,4.302490,-0.503357,-5.853271,0.002649,0.022643,0.000000,-6.948787
5302,53.020000,5302,-45.349609,23.140625,189.296875,4.676758,-0.617371,-5.768555,0.003261,0.024706,0.000000,-6.964430
5303,53.030000,5303,-43.187500,21.906250,189.328125,5.118896,-0.855103,-5.833740,0.004517,0.027037,0.000000,-7.100348
5304,53.039000,5304,-44.269531,21.174805,189.953125,5.579102,-1.092041,-5.728760,0.005749,0.029371,0.000000,-7.150732
5305,53.049000,5305,-42.976562,21.697266,190.007812,5.884521,-1.310303,-5.424561,0.006896,0.030970,0.000000,-6.905165
5306,53.060000,5306,-41.826172,19.873047,192.507812,6.180664,-1.536194,-5.834961,0.007980,0.032106,0.000000,-7.336419
5307,53.070000,5307,-41.880859,18.083984,197.242188,6.949951,-2.073242,-5.658691,0.010511,0.035236,0.000000,-7.324473
5308,53.079000,5308,-43.224609,16.815430,202.242188,7.312988,-2.255005,-5.498291,0.011150,0.036160,0.000000,-7.248766
5309,53.090000,5309,-44.388672,15.210938,206.929688,7.779053,-2.672729,-5.522949,0.012916,0.037593,0.000000,-7.388107
5310,53.100000,5310,-44.750000,14.530762,210.273438,8.186523,-2.759888,-5.183350,0.013125,0.038933,0.000000,-7.116310
5311,53.109000,5311,-44.835938,14.797363,212.898438,8.599609,-3.052490,-5.281006,0.014338,0.040393,0.000000,-7.304225
5312,53.119000,5312,-46.615234,15.331543,217.554688,9.090332,-3.242676,-5.335938,0.014905,0.041784,0.000000,-7.512233
5313,53.130000,5313,-46.703125,16.010742,221.414062,9.421387,-3.363037,-5.491699,0.015189,0.042551,0.000000,-7.722149
5314,53.140000,5314,-48.138672,15.425293,223.328125,9.805176,-3.576050,-5.185791,0.016013,0.043905,0.000000,-7.546308
5315,53.149000,5315,-47.306641,14.076172,225.281250,9.993164,-3.656738,-5.089355,0.016232,0.044359,0.000000,-7.416295
5316,53.159000,5316,-46.480469,13.741699,225.093750,10.026367,-3.642212,-5.037842,0.016181,0.044543,0.000000,-7.330577
5317,53.170000,5317,-47.800781,13.867676,226.367188,10.087891,-3.727783,-5.043213,0.016468,0.044564,0.000000,-7.401792
5318,53.179000,5318,-47.025391,13.628906,226.460938,10.214844,-3.666626,-4.898438,0.016191,0.045106,0.000000,-7.240251
5319,53.189000,5319,-47.498047,13.427246,227.156250,10.142090,-3.737305,-5.093506,0.016453,0.044648,0.000000,-7.435115
5320,53.200000,5320,-46.988281,14.270020,229.125000,10.095703,-3.660767,-5.097168,0.015977,0.044062,0.000000,-7.395559
5321,53.210000,5321,-47.791016,13.755859,232.789062,9.921875,-3.670166,-4.953613,0.015766,0.042622,0.000000,-7.207425
5322,53.219000,5322,-48.158203,12.911621,235.992188,9.925293,-3.732666,-5.310303,0.015817,0.042058,0.000000,-7.539948
5323,53.229000,5323,-48.089844,12.086914,240.648438,9.946777,-3.699585,-5.276367,0.015373,0.041333,0.000000,-7.449893
5324,53.240000,5324,-49.265625,11.813477,245.218750,9.979980,-3.847412,-5.298340,0.015690,0.040698,0.000000,-7.488716
5325,53.250000,5325,-48.630859,11.151367,248.898438,9.931152,-3.910034,-5.366455,0.015709,0.039900,0.000000,-7.482028
5326,53.259000,5326,-48.644531,11.317871,252.890625,9.960449,-3.856445,-5.263672,0.015249,0.039386,0.000000,-7.352196
5327,53.270000,5327,-49.750000,10.613281,256.921875,10.052246,-3.855835,-5.504150,0.015008,0.039126,0.000000,-7.609936
5328,53.280000,5328,-49.847656,10.996582,259.859375,9.984863,-3.905029,-5.452148,0.015027,0.038424,0.000000,-7.532751
5329,53.289000,5329,-51.949219,10.803711,263.671875,10.112305,-4.000488,-5.516602,0.015172,0.038352,0.000000,-7.672866
5330,53.299000,5330,-52.878906,11.288574,272.468750,10.305664,-4.081543,-5.364746,0.014980,0.037823,0.000000,-7.533901
5331,53.310000,5331,-54.080078,10.965820,279.906250,10.662598,-4.251221,-5.276611,0.015188,0.038093,0.000000,-7.503258
5332,53.320000,5332,-53.281250,12.916992,283.546875,10.851074,-4.230713,-5.552002,0.014921,0.038269,0.000000,-7.783756
5333,53.329000,5333,-53.513672,13.856934,287.656250,10.887207,-4.260010,-5.678955,0.014809,0.037848,0.000000,-7.909552
5334,53.340000,5334,-54.546875,14.313965,290.734375,11.126465,-4.353516,-5.645264,0.014974,0.038270,0.000000,-7.947124
5335,53.350000,5335,-55.371094,15.645996,294.468750,11.323242,-4.411377,-5.319336,0.014981,0.038453,0.000000,-7.682917
5336,53.359000,5336,-56.292969,14.909668,299.359375,11.817871,-4.644531,-5.414307,0.015515,0.039477,0.000000,-7.867917
5337,53.369000,5337,-58.052734,15.677246,303.640625,12.116699,-4.722412,-5.458740,0.015553,0.039905,0.000000,-8.019142
5338,53.380000,5338,-58.378906,15.465820,306.031250,12.350098,-4.759521,-4.948975,0.015552,0.040356,0.000000,-7.545425
5339,53.390000,5339,-58.726562,15.575684,308.125000,12.578125,-4.895020,-5.109619,0.015886,0.040822,0.000000,-7.754368
5340,53.399000,5340,-59.394531,15.269043,310.250000,12.860840,-5.094971,-5.378418,0.016422,0.041453,0.000000,-8.091259
5341,53.409000,5341,-60.335938,14.784180,313.171875,13.095215,-5.331299,-5.072510,0.017024,0.041815,0.000000,-7.847123
5342,53.420000,5342,-60.833984,14.642578,314.500000,13.330566,-5.426758,-4.976318,0.017255,0.042387,0.000000,-7.807521
5343,53.429000,5343,-60.962891,14.777832,314.875000,13.589844,-5.456787,-5.300781,0.017330,0.043159,0.000000,-8.188008
5344,53.439000,5344,-60.103516,14.226074,314.156250,13.677246,-5.465820,-5.304688,0.017398,0.043536,0.000000,-8.168892
5345,53.450000,5345,-60.044922,13.942383,312.296875,13.882324,-5.417236,-5.491455,0.017346,0.044452,0.000000,-8.402442
5346,53.460000,5346,-59.335938,14.423340,310.640625,14.120117,-5.482910,-5.521240,0.017650,0.045455,0.000000,-8.472921
5347,53.469000,5347,-59.554688,13.847656,308.390625,14.307617,-5.570068,-5.808594,0.018062,0.046394,0.000000,-8.821714
5348,53.479000,5348,-58.513672,14.791992,306.296875,14.657715,-5.570068,-5.589111,0.018185,0.047855,0.000000,-8.658255
5349,53.490000,5349,-58.869141,15.543945,305.343750,15.005859,-5.538574,-5.479736,0.018139,0.049144,0.000000,-8.654758
5350,53.500000,5350,-58.523438,15.885742,305.156250,15.264160,-5.691895,-5.606934,0.018652,0.050021,0.000000,-8.830630
5351,53.509000,5351,-58.384766,16.522461,304.671875,15.708984,-5.830566,-5.377930,0.019137,0.051560,0.000000,-8.704461
5352,53.520000,5352,-59.056641,17.171875,303.875000,16.033203,-6.008545,-5.147949,0.019773,0.052762,0.000000,-8.603466
5353,53.530000,5353,-58.337891,17.616211,302.984375,16.367188,-6.047119,-5.146729,0.019959,0.054020,0.000000,-8.649729
5354,53.539000,5354,-57.695312,17.441406,301.750000,16.543945,-6.091064,-4.970947,0.020186,0.054827,0.000000,-8.486258
5355,53.549000,5355,-57.519531,17.947266,301.984375,16.773438,-6.081055,-5.043701,0.020137,0.055544,0.000000,-8.599974
5356,53.560000,5356,-58.181641,19.201172,303.015625,17.079102,-6.109619,-4.857666,0.020163,0.056364,0.000000,-8.524150
5357,53.570000,5357,-58.541016,19.727539,303.796875,17.351562,-6.197754,-4.849609,0.020401,0.057116,0.000000,-8.595680
5358,53.579000,5358,-59.816406,19.569336,304.859375,17.876953,-6.377930,-5.041016,0.020921,0.058640,0.000000,-8.958057
5359,53.590000,5359,-57.767578,21.184570,301.984375,17.958984,-5.558594,-4.791016,0.018407,0.059470,0.000000,-8.616390
5360,53.600000,5360,-56.904297,21.120117,302.484375,18.250977,-5.600098,-4.797119,0.018514,0.060337,0.000000,-8.621561
5361,53.609000,5361,-57.117188,21.717773,301.375000,18.627930,-5.583252,-4.945801,0.018526,0.061810,0.000000,-8.878545
5362,53.619000,5362,-56.748047,21.684570,300.437500,18.802734,-5.644287,-5.129883,0.018787,0.062585,0.000000,-9.088818
5363,53.630000,5363,-56.535156,21.516602,298.671875,19.031250,-5.711670,-4.814453,0.019124,0.063720,0.000000,-8.828324
5364,53.640000,5364,-55.498047,21.680664,295.875000,19.167969,-5.727783,-4.741699,0.019359,0.064784,0.000000,-8.756797
5365,53.649000,5365,-55.234375,20.824219,295.078125,19.287109,-5.792725,-4.819580,0.019631,0.065363,0.000000,-8.838653
5366,53.659000,5366,-55.515625,20.964844,296.203125,19.688477,-6.018066,-4.692383,0.020317,0.066470,0.000000,-8.808430
5367,53.670000,5367,-55.394531,21.123047,295.531250,19.808594,-6.014160,-4.801025,0.020350,0.067027,0.000000,-8.943819
5368,53.679000,5368,-54.621094,21.187500,295.234375,20.103516,-6.108643,-4.932617,0.020691,0.068093,0.000000,-9.090341
5369,53.689000,5369,-54.042969,22.458008,292.703125,20.262695,-6.114258,-5.067139,0.020889,0.069226,0.000000,-9.277447
5370,53.700000,5370,-53.238281,22.151367,289.796875,20.288086,-6.139160,-4.938721,0.021184,0.070008,0.000000,-9.135086
5371,53.710000,5371,-51.306641,22.348633,286.640625,20.213867,-5.931396,-5.485840,0.020693,0.070520,0.000000,-9.566435
5372,53.719000,5372,-50.621094,22.167969,282.281250,20.123047,-5.986572,-4.800537,0.021208,0.071287,0.000000,-8.879309
5373,53.729000,5373,-48.714844,23.494141,274.921875,19.757812,-5.785156,-5.080078,0.021043,0.071867,0.000000,-9.075453
5374,53.740000,5374,-47.683594,24.128906,268.765625,19.370117,-5.467041,-5.210938,0.020341,0.072071,0.000000,-9.138339
5375,53.750000,5375,-47.910156,24.017578,265.078125,19.148438,-5.310791,-4.741455,0.020035,0.072237,0.000000,-8.683527
5376,53.759000,5376,-47.273438,23.914062,264.156250,18.989258,-5.411621,-4.656738,0.020486,0.071886,0.000000,-8.544972
5377,53.770000,5377,-49.236328,23.106445,270.484375,19.156250,-5.665039,-4.555908,0.020944,0.070822,0.000000,-8.526867
5378,53.780000,5378,-49.671875,22.540039,276.812500,19.422852,-5.719971,-4.626709,0.020664,0.070166,0.000000,-8.577751
5379,53.789000,5379,-48.980469,22.179688,278.281250,19.256836,-5.792236,-4.375244,0.020814,0.069199,0.000000,-8.226308
5380,53.799000,5380,-48.419922,22.156250,275.843750,18.763672,-5.583008,-4.666260,0.020240,0.068023,0.000000,-8.408357
5381,53.810000,5381,-46.591797,21.846680,271.671875,18.317383,-5.356934,-4.594482,0.019718,0.067425,0.000000,-8.166699
5382,53.820000,5382,-46.351562,23.433594,265.265625,17.570312,-5.114746,-4.611084,0.019282,0.066237,0.000000,-8.133095
5383,53.829000,5383,-44.533203,21.969727,257.546875,16.799805,-4.700195,-4.812988,0.018250,0.065230,0.000000,-8.118837
5384,53.840000,5384,-43.808594,21.442383,247.335938,15.608398,-4.326416,-4.992920,0.017492,0.063106,0.000000,-8.132580
5385,53.850000,5385,-42.798828,21.177734,239.796875,14.398438,-3.889771,-4.918213,0.016221,0.060044,0.000000,-7.831565
5386,53.859000,5386,-43.488281,19.577148,235.750000,13.335938,-4.161133,-5.401611,0.017651,0.056568,0.000000,-8.207211
5387,53.869000,5387,-41.566406,20.303711,229.945312,12.195801,-3.662964,-5.099609,0.015930,0.053038,0.000000,-7.627634
5388,53.880000,5388,-39.906250,20.708984,223.195312,10.945312,-3.202515,-5.604736,0.014348,0.049039,0.000000,-7.858848
5389,53.890000,5389,-36.814453,19.525391,209.742188,9.444824,-2.518677,-5.371582,0.012008,0.045031,0.000000,-7.263830
5390,53.899000,5390,-36.982422,21.273438,195.171875,7.741943,-1.762756,-5.535400,0.009032,0.039667,0.000000,-7.194531
5391,53.909000,5391,-38.449219,21.499023,185.242188,6.291748,-1.089661,-5.669678,0.005882,0.033965,0.000000,-7.102070
5392,53.920000,5392,-40.390625,19.750977,182.273438,4.849365,-0.294983,-5.552002,0.001618,0.026605,0.000000,-6.658555
5393,53.929000,5393,-44.238281,19.497070,189.031250,3.975342,0.224747,-5.721680,-0.001189,0.021030,0.000000,-6.628833
5394,53.939000,5394,-48.328125,19.156250,204.515625,3.593140,0.301498,-5.808594,-0.001474,0.017569,0.000000,-6.629431
5395,53.950000,5395,-49.330078,19.089844,220.226562,2.885864,0.324219,-5.964844,-0.001472,0.013104,0.000000,-6.583164
5396,53.960000,5396,-46.908203,18.516602,223.429688,1.518860,1.085388,-6.595703,-0.004858,0.006798,0.000000,-6.824631
5397,53.969000,5397,-45.388672,13.660156,224.671875,-0.167519,1.612427,-6.862061,-0.007177,-0.000746,0.000000,-6.730182
5398,53.979000,5398,-46.074219,7.803955,225.945312,-1.699829,1.946899,-6.934082,-0.008617,-0.007523,0.000000,-6.520213
5399,53.990000,5399,-48.332031,4.659180,227.359375,-3.032959,2.361206,-7.233643,-0.010385,-0.013340,0.000000,-6.540509
5400,54.000000,5400,-50.390625,3.817627,231.046875,-4.067627,2.801147,-7.640625,-0.012124,-0.017605,0.000000,-6.707204
5401,54.009000,5401,-52.564453,7.850830,233.843750,-4.766113,3.161621,-7.554443,-0.013520,-0.020382,0.000000,-6.376950
5402,54.020000,5402,-54.638672,10.707520,235.390625,-5.769043,3.807495,-7.835693,-0.016175,-0.024508,0.000000,-6.323392
5403,54.030000,5403,-55.644531,9.200684,235.867188,-6.848145,4.093994,-8.210449,-0.017357,-0.029034,0.000000,-6.435173
5404,54.039000,5404,-55.671875,5.771973,237.093750,-7.710205,4.428955,-7.963135,-0.018680,-0.032520,0.000000,-6.044884
5405,54.049000,5405,-54.425781,3.737549,236.882812,-8.817383,4.579102,-8.128418,-0.019331,-0.037223,0.000000,-6.030302
5406,54.060000,5406,-52.564453,1.712341,238.648438,-9.763184,4.701904,-8.144043,-0.019702,-0.040910,0.000000,-5.959877
5407,54.070000,5407,-54.300781,-0.770355,242.656250,-10.661133,5.225586,-8.160645,-0.021535,-0.043935,0.000000,-5.791522
5408,54.079000,5408,-58.287109,1.418884,246.265625,-11.584961,5.620117,-7.741211,-0.022821,-0.047043,0.000000,-4.966856
5409,54.090000,5409,-60.798828,4.102539,249.460938,-12.300293,6.033203,-7.571777,-0.024185,-0.049307,0.000000,-4.474720
5410,54.100000,5410,-63.949219,2.977783,254.429688,-12.703125,6.235840,-7.794189,-0.024509,-0.049928,0.000000,-4.528360
5411,54.109000,5411,-64.351562,2.741333,257.296875,-13.401855,6.512451,-7.943359,-0.025311,-0.052087,0.000000,-4.522085
5412,54.119000,5412,-65.031250,0.997070,260.062500,-14.131348,6.753418,-8.035645,-0.025968,-0.054338,0.000000,-4.476067
5413,54.130000,5413,-65.062500,-0.849182,259.078125,-14.937012,6.900635,-8.502930,-0.026635,-0.057654,0.000000,-4.774404
5414,54.140000,5414,-62.625000,-0.910675,260.031250,-15.717285,7.127686,-8.923340,-0.027411,-0.060444,0.000000,-5.163007
5415,54.149000,5415,-61.544922,-1.520142,265.000000,-16.260742,7.191406,-9.227051,-0.027137,-0.061361,0.000000,-5.491828
5416,54.159000,5416,-62.589844,-1.048462,272.562500,-16.516602,7.194824,-9.426270,-0.026397,-0.060597,0.000000,-5.661159
5417,54.170000,5417,-65.425781,0.801056,283.812500,-16.396484,7.243652,-9.503906,-0.025523,-0.057772,0.000000,-5.703668
5418,54.179000,5418,-69.375000,4.640381,292.593750,-15.997070,7.091064,-9.083984,-0.024235,-0.054673,0.000000,-5.178563
5419,54.189000,5419,-72.933594,6.900635,298.296875,-15.515625,7.126953,-9.278320,-0.023892,-0.052014,0.000000,-5.319879
5420,54.200000,5420,-73.757812,8.842773,298.750000,-15.334961,7.156494,-9.408203,-0.023955,-0.051330,0.000000,-5.410357
5421,54.210000,5421,-74.378906,8.742188,301.843750,-15.702148,7.286133,-9.370605,-0.024139,-0.052021,0.000000,-5.290331
5422,54.219000,5422,-72.464844,7.449219,300.218750,-16.441406,7.522217,-9.193359,-0.025056,-0.054765,0.000000,-5.038194
5423,54.229000,5423,-69.625000,7.689941,297.218750,-17.358398,7.825928,-9.565430,-0.026331,-0.058403,0.000000,-5.296657
5424,54.240000,5424,-68.226562,6.159668,295.671875,-18.449219,8.166016,-10.145020,-0.027619,-0.062398,0.000000,-5.717724
5425,54.250000,5425,-67.609375,4.889893,298.921875,-19.327148,8.315918,-10.159668,-0.027820,-0.064656,0.000000,-5.652269
5426,54.259000,5426,-68.296875,4.379639,303.718750,-19.998047,8.524902,-9.976562,-0.028068,-0.065844,0.000000,-5.356696
5427,54.270000,5427,-70.152344,3.177979,307.734375,-20.602539,8.697266,-10.180176,-0.028262,-0.066949,0.000000,-5.393723
5428,54.280000,5428,-73.398438,2.476562,310.265625,-21.042969,8.723145,-10.295898,-0.028115,-0.067822,0.000000,-5.248209
5429,54.289000,5429,-73.414062,3.742188,310.109375,-21.197266,8.701660,-10.046387,-0.028060,-0.068354,0.000000,-4.923225
5430,54.299000,5430,-71.636719,4.807861,310.484375,-21.148438,8.558594,-10.133301,-0.027565,-0.068114,0.000000,-5.121283
5431,54.310000,5431,-70.210938,5.094727,312.750000,-21.135742,8.429199,-10.361328,-0.026952,-0.067580,0.000000,-5.479138
5432,54.320000,5432,-66.980469,6.133057,315.515625,-21.245117,8.605957,-10.205078,-0.027276,-0.067335,0.000000,-5.527691
5433,54.329000,5433,-66.562500,5.495361,320.859375,-21.528320,8.623535,-10.500977,-0.026876,-0.067096,0.000000,-5.887216
5434,54.340000,5434,-66.007812,5.526123,323.125000,-22.069336,8.612793,-10.575195,-0.026655,-0.068300,0.000000,-5.919585
5435,54.350000,5435,-65.253906,6.014160,321.921875,-22.861328,8.815430,-10.879395,-0.027384,-0.071015,0.000000,-6.080689
5436,54.359000,5436,-64.335938,5.343994,318.234375,-23.446289,9.020020,-10.969238,-0.028344,-0.073676,0.000000,-6.077743
5437,54.369000,5437,-64.140625,4.425293,314.281250,-24.170898,9.206055,-10.670410,-0.029292,-0.076908,0.000000,-5.607824
5438,54.380000,5438,-63.984375,2.705322,311.796875,-24.568359,9.336426,-11.038574,-0.029944,-0.078796,0.000000,-5.915851
5439,54.390000,5439,-64.429688,1.587402,310.359375,-24.654297,9.446777,-11.402344,-0.030438,-0.079438,0.000000,-6.235867
5440,54.399000,5440,-63.314453,0.512634,310.781250,-24.597656,9.404785,-11.444336,-0.030262,-0.079148,0.000000,-6.417622
5441,54.409000,5441,-62.531250,1.197021,311.968750,-24.212891,9.178223,-11.677246,-0.029420,-0.077613,0.000000,-6.788780
5442,54.420000,5442,-62.957031,2.125610,313.812500,-23.769531,8.963867,-11.374023,-0.028564,-0.075744,0.000000,-6.544666
5443,54.429000,5443,-61.630859,4.134277,315.359375,-23.491211,8.879395,-11.127930,-0.028156,-0.074490,0.000000,-6.420623
5444,54.439000,5444,-60.357422,4.358643,314.703125,-23.608398,8.993652,-11.148438,-0.028578,-0.075018,0.000000,-6.495982
5445,54.450000,5445,-60.861328,4.503662,309.500000,-23.717773,9.203125,-11.374023,-0.029735,-0.076633,0.000000,-6.576146
5446,54.460000,5446,-60.031250,3.197754,306.078125,-24.002930,9.230957,-11.555176,-0.030159,-0.078421,0.000000,-6.751029
5447,54.469000,5447,-58.984375,2.464355,302.234375,-24.181641,9.438965,-11.496094,-0.031231,-0.080010,0.000000,-6.699816
5448,54.479000,5448,-58.908203,1.468384,297.890625,-24.266602,9.466797,-11.227539,-0.031779,-0.081461,0.000000,-6.382127
5449,54.490000,5449,-58.056641,0.323288,294.468750,-24.322266,9.591309,-11.227539,-0.032572,-0.082597,0.000000,-6.421699
5450,54.500000,5450,-58.812500,-0.893280,292.234375,-24.311523,9.642090,-11.049805,-0.032994,-0.083192,0.000000,-6.186556
5451,54.509000,5451,-58.509766,-1.415100,292.640625,-24.031250,9.524414,-11.207520,-0.032546,-0.082119,0.000000,-6.448834
5452,54.520000,5452,-57.156250,-0.146172,295.125000,-23.799805,9.416504,-11.103027,-0.031907,-0.080643,0.000000,-6.498432
5453,54.530000,5453,-57.302734,0.984772,300.406250,-23.318359,9.232910,-11.130859,-0.030735,-0.077623,0.000000,-6.652597
5454,54.539000,5454,-58.330078,1.745544,306.515625,-23.170898,9.124023,-11.293945,-0.029767,-0.075595,0.000000,-6.832553
5455,54.549000,5455,-58.570312,2.760498,314.468750,-23.178711,8.942383,-10.939453,-0.028436,-0.073708,0.000000,-6.543882
5456,54.560000,5456,-60.466797,2.189941,319.796875,-23.469727,9.009766,-11.080566,-0.028173,-0.073389,0.000000,-6.581242
5457,54.570000,5457,-61.039062,1.452881,325.375000,-24.087891,9.241211,-11.105469,-0.028402,-0.074031,0.000000,-6.545411
5458,54.579000,5458,-61.306641,-0.715393,329.156250,-24.611328,9.406738,-11.537109,-0.028578,-0.074771,0.000000,-6.973598
5459,54.590000,5459,-62.541016,-1.867798,332.765625,-25.141602,9.470703,-11.411133,-0.028461,-0.075553,0.000000,-6.739100
5460,54.600000,5460,-62.914062,-3.319702,334.921875,-25.585938,9.583984,-11.642578,-0.028616,-0.076394,0.000000,-6.931333
5461,54.609000,5461,-63.167969,-4.786377,335.640625,-26.000977,9.652344,-11.559570,-0.028758,-0.077467,0.000000,-6.803802
5462,54.619000,5462,-64.414062,-5.451660,335.890625,-26.274414,9.813477,-11.686523,-0.029216,-0.078223,0.000000,-6.807131
5463,54.630000,5463,-63.908203,-5.737793,336.312500,-26.528320,9.755371,-11.741211,-0.029007,-0.078880,0.000000,-6.866569
5464,54.640000,5464,-64.503906,-5.118652,337.500000,-26.526367,9.812012,-11.698242,-0.029073,-0.078597,0.000000,-6.777264
5465,54.649000,5465,-65.292969,-4.152344,340.640625,-26.500000,9.731934,-11.448242,-0.028570,-0.077795,0.000000,-6.487432
5466,54.659000,5466,-64.773438,-4.006348,343.031250,-26.081055,9.743164,-11.681641,-0.028403,-0.076031,0.000000,-6.870635
5467,54.670000,5467,-66.828125,-3.408325,345.375000,-25.779297,9.507812,-11.736816,-0.027529,-0.074641,0.000000,-6.842494
5468,54.679000,5468,-67.601562,-1.994568,349.062500,-25.498047,9.410156,-11.149902,-0.026958,-0.073047,0.000000,-6.265566
5469,54.689000,5469,-68.988281,-2.543213,350.781250,-25.231445,9.390625,-11.285156,-0.026771,-0.071929,0.000000,-6.390962
5470,54.700000,5470,-69.742188,-3.329834,351.609375,-25.121094,9.366211,-11.321777,-0.026638,-0.071446,0.000000,-6.427675
5471,54.710000,5471,-69.675781,-3.317261,351.343750,-24.834961,9.391113,-11.314941,-0.026729,-0.070686,0.000000,-6.478531
5472,54.719000,5472,-70.523438,-3.489502,350.531250,-24.355469,9.143066,-11.079590,-0.026083,-0.069482,0.000000,-6.270528
5473,54.729000,5473,-70.132812,-3.051392,347.859375,-23.976562,9.054688,-11.291992,-0.026030,-0.068926,0.000000,-6.537443
5474,54.740000,5474,-70.722656,-2.130371,344.796875,-23.543945,8.791992,-11.103516,-0.025499,-0.068284,0.000000,-6.328646
5475,54.750000,5475,-69.410156,-0.406113,342.484375,-22.900391,8.929688,-10.887695,-0.026073,-0.066866,0.000000,-6.257139
5476,54.759000,5476,-70.632812,0.050802,340.718750,-22.222656,8.623047,-10.880859,-0.025308,-0.065223,0.000000,-6.272699
5477,54.770000,5477,-70.855469,0.835510,338.046875,-21.399414,8.290527,-10.630371,-0.024525,-0.063303,0.000000,-6.124510
5478,54.780000,5478,-70.656250,1.947327,335.875000,-20.468750,8.070801,-10.360352,-0.024029,-0.060942,0.000000,-6.007656
5479,54.789000,5479,-70.925781,3.307617,334.125000,-19.669922,7.670166,-10.333984,-0.022956,-0.058870,0.000000,-6.082657
5480,54.799000,5480,-70.351562,4.882080,331.687500,-18.656250,7.340820,-10.166016,-0.022132,-0.056246,0.000000,-6.100941
5481,54.810000,5481,-69.191406,5.568115,327.000000,-17.680664,7.101807,-9.695312,-0.021718,-0.054069,0.000000,-5.833252
5482,54.820000,5482,-68.210938,6.709717,321.218750,-16.713867,6.862549,-9.634277,-0.021364,-0.052033,0.000000,-5.941734
